-0.14,-2.79
2.56,1.46
5.25,-2.69
7.95,1.48
10.64,-2.62
13.34,1.51
16.03,-2.57
18.74,1.53
21.43,-2.55
24.13,1.56
26.83,-2.54
29.54,1.58
32.23,-2.56
34.94,1.61
37.63,-2.61
40.33,1.66
